epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,2660.5,0.51034,0.58553,0.9633,0.98535,0.66667,0.895,0.75227,0.57036,1.66956,0.92876,7.43036e-05,7.43036e-05,7.43036e-05
186,2674,0.43814,0.57152,0.91307,0.98473,0.66667,0.895,0.77075,0.56859,1.63878,0.93441,7.01802e-05,7.01802e-05,7.01802e-05
187,2687.45,0.48042,0.56042,0.92815,0.9845,0.66667,0.895,0.77705,0.55803,1.63478,0.93235,6.60569e-05,6.60569e-05,6.60569e-05
188,2701.14,0.43466,0.54729,0.90775,0.98412,0.66667,0.8125,0.71105,0.54235,1.63036,0.92776,6.19335e-05,6.19335e-05,6.19335e-05
189,2714.54,0.44155,0.57893,0.96261,0.98392,0.66667,0.8125,0.71126,0.53582,1.62413,0.92666,5.78102e-05,5.78102e-05,5.78102e-05
190,2727.98,0.45269,0.55424,0.94195,0.98391,0.66667,0.8125,0.7112,0.53077,1.64125,0.92423,5.36869e-05,5.36869e-05,5.36869e-05
191,2741.48,0.40213,0.7266,0.90104,0.98373,0.66667,0.82917,0.71472,0.52491,1.64525,0.9226,4.95635e-05,4.95635e-05,4.95635e-05
192,2754.97,0.50974,0.81817,0.99893,0.98411,0.66667,0.82917,0.72356,0.53589,1.63699,0.92742,4.54402e-05,4.54402e-05,4.54402e-05
193,2768.26,0.42392,0.70409,0.91251,0.98401,0.66667,0.82917,0.72367,0.53785,1.64421,0.92758,4.13168e-05,4.13168e-05,4.13168e-05
194,2781.32,0.45434,0.70637,0.92461,0.9838,0.66667,0.82917,0.72379,0.55237,1.62748,0.93415,3.71935e-05,3.71935e-05,3.71935e-05
195,2794.48,0.46162,0.70608,0.96584,0.98357,0.66667,0.80139,0.71306,0.56382,1.64574,0.93761,3.30701e-05,3.30701e-05,3.30701e-05
196,2807.7,0.43876,0.7359,0.99393,0.98332,0.66667,0.77614,0.68599,0.57332,1.6638,0.94103,2.89468e-05,2.89468e-05,2.89468e-05
197,2820.8,0.46525,0.6902,0.984,0.98327,0.66667,0.75031,0.67488,0.58959,1.68662,0.9453,2.48234e-05,2.48234e-05,2.48234e-05
198,2833.82,0.4157,0.66336,0.8923,0.98315,0.66667,0.75115,0.67556,0.58652,1.74446,0.9416,2.07001e-05,2.07001e-05,2.07001e-05
199,2847.08,0.40373,0.74404,0.98689,0.98303,0.66667,0.7519,0.67616,0.61321,1.75213,0.94931,1.65767e-05,1.65767e-05,1.65767e-05
200,2862.17,0.41194,0.67747,0.95297,0.98323,0.66667,0.7515,0.64214,0.64999,1.7946,0.95907,1.24534e-05,1.24534e-05,1.24534e-05
